number_i,number_j,count,expected,null_lo,null_hi,z,sim_lo,sim_hi,source_dataset_version,analysis_version,through_draw,override_ref
4,18,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,19,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,20,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,21,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,22,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,23,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,24,11,12.02020202,6,19,-0.2957568794,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,25,13,12.02020202,6,19,0.2840437357,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,26,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,27,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,28,4,12.02020202,6,19,-2.325059032,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,29,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,30,15,12.02020202,6,19,0.8638443507,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,31,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,32,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,33,8,12.02020202,6,19,-1.165457802,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,34,9,12.02020202,6,19,-0.8755574944,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,35,15,12.02020202,6,19,0.8638443507,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,36,7,12.02020202,6,19,-1.45535811,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,37,6,12.02020202,6,19,-1.745258417,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,38,10,12.02020202,6,19,-0.5856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,39,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,40,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,41,12,12.02020202,6,19,-0.005856571869,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
4,42,14,12.02020202,6,19,0.5739440432,1,29,ds_cbdf3834368e,ds_16b6be697acb,01190,
