draw_id,draw_date,n1,n2,n3,n4,n5,n6,sum,min,max,range,odd_count,even_count,low_count,high_count,gap_1,gap_2,gap_3,gap_4,gap_5,consecutive_pairs,max_gap,min_gap,source_dataset_version,analysis_version,through_draw,override_ref
00046,2017-11-14,20,24,29,41,47,49,210,20,49,29,4,2,2,4,4,5,12,6,2,0,12,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00047,2017-11-16,1,16,22,25,47,48,159,1,48,47,3,3,4,2,15,6,3,22,1,1,22,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00048,2017-11-18,11,12,26,42,50,54,195,11,54,43,1,5,3,3,1,14,16,8,4,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00049,2017-11-21,5,8,23,37,38,54,165,5,54,49,3,3,3,3,3,15,14,1,16,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00050,2017-11-23,1,2,3,18,25,50,99,1,50,49,3,3,5,1,1,1,15,7,25,2,25,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00051,2017-11-25,2,9,16,46,52,55,180,2,55,53,2,4,3,3,7,7,30,6,3,0,30,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00052,2017-11-28,2,19,39,49,51,53,213,2,53,51,5,1,2,4,17,20,10,2,2,0,20,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00053,2017-11-30,5,13,26,37,53,55,189,5,55,50,5,1,3,3,8,13,11,16,2,0,16,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00054,2017-12-02,9,37,45,50,53,54,248,9,54,45,4,2,1,5,28,8,5,3,1,1,28,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00055,2017-12-05,27,38,40,42,46,55,248,27,55,28,2,4,1,5,11,2,2,4,9,0,11,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00056,2017-12-07,3,14,26,35,44,54,176,3,54,51,2,4,3,3,11,12,9,9,10,0,12,9,ds_cbdf3834368e,ds_16b6be697acb,01190,
00057,2017-12-09,5,34,35,42,49,52,217,5,52,47,3,3,1,5,29,1,7,7,3,1,29,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00058,2017-12-12,6,7,8,21,32,39,113,6,39,33,3,3,4,2,1,1,13,11,7,2,13,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00059,2017-12-14,11,12,22,28,46,50,169,11,50,39,1,5,3,3,1,10,6,18,4,1,18,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00060,2017-12-16,5,23,37,41,43,53,202,5,53,48,6,0,2,4,18,14,4,2,10,0,18,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00061,2017-12-19,2,3,20,25,38,44,132,2,44,42,2,4,4,2,1,17,5,13,6,1,17,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00062,2017-12-21,22,23,27,35,37,46,190,22,46,24,4,2,3,3,1,4,8,2,9,1,9,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00063,2017-12-23,7,8,9,13,28,44,109,7,44,37,3,3,4,2,1,1,4,15,16,2,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00064,2017-12-26,7,11,13,18,26,42,117,7,42,35,3,3,5,1,4,2,5,8,16,0,16,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00065,2017-12-28,7,18,26,29,31,35,146,7,35,28,4,2,3,3,11,8,3,2,4,0,11,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00066,2017-12-30,8,9,36,37,39,50,179,8,50,42,3,3,2,4,1,27,1,2,11,2,27,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00067,2018-01-02,4,7,8,34,37,47,137,4,47,43,3,3,3,3,3,1,26,3,10,1,26,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00068,2018-01-04,1,7,31,35,46,55,175,1,55,54,5,1,2,4,6,24,4,11,9,0,24,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00069,2018-01-06,4,11,24,35,41,45,160,4,45,41,4,2,3,3,7,13,11,6,4,0,13,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00070,2018-01-09,18,25,28,46,50,51,218,18,51,33,2,4,2,4,7,3,18,4,1,1,18,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00071,2018-01-11,4,7,30,35,37,45,158,4,45,41,4,2,2,4,3,23,5,2,8,0,23,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00072,2018-01-13,3,21,25,26,51,55,181,3,55,52,5,1,4,2,18,4,1,25,4,1,25,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00073,2018-01-16,6,27,33,41,42,49,198,6,49,43,4,2,2,4,21,6,8,1,7,1,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00074,2018-01-18,12,24,28,30,36,39,169,12,39,27,1,5,2,4,12,4,2,6,3,0,12,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00075,2018-01-20,2,7,15,16,41,45,126,2,45,43,4,2,4,2,5,8,1,25,4,1,25,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00076,2018-01-23,3,10,15,23,41,53,145,3,53,50,5,1,4,2,7,5,8,18,12,0,18,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00077,2018-01-25,1,10,30,44,45,50,180,1,50,49,2,4,2,4,9,20,14,1,5,1,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00078,2018-01-27,21,26,36,38,40,50,211,21,50,29,1,5,2,4,5,10,2,2,10,0,10,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00079,2018-01-30,15,19,24,51,53,55,217,15,55,40,5,1,3,3,4,5,27,2,2,0,27,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00080,2018-02-01,1,7,8,9,39,43,107,1,43,42,5,1,4,2,6,1,1,30,4,2,30,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00081,2018-02-03,12,29,42,48,54,55,240,12,55,43,2,4,1,5,17,13,6,6,1,1,17,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00082,2018-02-06,1,20,29,31,43,53,177,1,53,52,5,1,2,4,19,9,2,12,10,0,19,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00083,2018-02-08,21,22,29,37,41,50,200,21,50,29,4,2,2,4,1,7,8,4,9,1,9,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00084,2018-02-10,8,10,19,25,36,46,144,8,46,38,2,4,4,2,2,9,6,11,10,0,11,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00085,2018-02-13,9,25,26,30,42,54,186,9,54,45,2,4,3,3,16,1,4,12,12,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00086,2018-02-17,16,22,28,29,35,43,173,16,43,27,3,3,2,4,6,6,1,6,8,1,8,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00087,2018-02-20,1,2,21,24,50,52,150,1,52,51,2,4,4,2,1,19,3,26,2,1,26,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00088,2018-02-22,11,14,32,36,42,48,183,11,48,37,1,5,2,4,3,18,4,6,6,0,18,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00089,2018-02-24,5,7,24,32,45,49,162,5,49,44,4,2,3,3,2,17,8,13,4,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00090,2018-02-27,8,16,23,28,44,49,168,8,49,41,2,4,3,3,8,7,5,16,5,0,16,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00091,2018-03-01,4,5,7,17,20,38,91,4,38,34,3,3,5,1,1,2,10,3,18,1,18,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00092,2018-03-03,4,10,32,37,47,52,182,4,52,48,2,4,2,4,6,22,5,10,5,0,22,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00093,2018-03-06,2,6,13,22,40,48,131,2,48,46,1,5,4,2,4,7,9,18,8,0,18,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00094,2018-03-08,14,17,18,23,41,52,165,14,52,38,3,3,4,2,3,1,5,18,11,1,18,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00095,2018-03-10,9,20,27,31,48,49,184,9,49,40,4,2,3,3,11,7,4,17,1,1,17,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00096,2018-03-13,1,2,17,46,47,49,162,1,49,48,4,2,3,3,1,15,29,1,2,2,29,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00097,2018-03-15,15,20,23,28,39,49,174,15,49,34,4,2,3,3,5,3,5,11,10,0,11,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00098,2018-03-17,3,14,28,35,50,52,182,3,52,49,2,4,2,4,11,14,7,15,2,0,15,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00099,2018-03-20,11,40,43,46,49,55,244,11,55,44,4,2,1,5,29,3,3,3,6,0,29,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00100,2018-03-22,1,8,24,33,34,41,141,1,41,40,3,3,3,3,7,16,9,1,7,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00101,2018-03-24,1,30,38,45,48,50,212,1,50,49,2,4,1,5,29,8,7,3,2,0,29,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00102,2018-03-27,9,13,14,15,54,55,160,9,55,46,4,2,4,2,4,1,1,39,1,3,39,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00103,2018-03-29,5,27,35,39,46,52,204,5,52,47,4,2,2,4,22,8,4,7,6,0,22,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00104,2018-03-31,3,7,31,43,51,53,188,3,53,50,6,0,2,4,4,24,12,8,2,0,24,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00105,2018-04-03,20,21,39,42,51,53,226,20,53,33,4,2,2,4,1,18,3,9,2,1,18,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00106,2018-04-05,7,9,17,25,31,32,121,7,32,25,5,1,4,2,2,8,8,6,1,1,8,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00107,2018-04-07,12,24,33,34,36,53,192,12,53,41,2,4,2,4,12,9,1,2,17,1,17,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00108,2018-04-10,1,22,25,31,36,48,163,1,48,47,3,3,3,3,21,3,6,5,12,0,21,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00109,2018-04-12,4,29,35,37,42,54,201,4,54,50,3,3,1,5,25,6,2,5,12,0,25,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00110,2018-04-14,2,10,14,26,45,54,151,2,54,52,1,5,4,2,8,4,12,19,9,0,19,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00111,2018-04-17,2,10,26,27,31,38,134,2,38,36,2,4,4,2,8,16,1,4,7,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00112,2018-04-19,4,17,19,35,49,55,179,4,55,51,5,1,3,3,13,2,16,14,6,0,16,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00113,2018-04-21,16,18,41,43,46,55,219,16,55,39,3,3,2,4,2,23,2,3,9,0,23,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00114,2018-04-24,17,18,24,40,41,46,186,17,46,29,2,4,3,3,1,6,16,1,5,2,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00115,2018-04-26,23,26,29,31,36,54,199,23,54,31,3,3,2,4,3,3,2,5,18,0,18,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00116,2018-04-28,12,19,22,29,32,46,160,12,46,34,2,4,3,3,7,3,7,3,14,0,14,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00117,2018-05-01,1,7,20,23,25,38,114,1,38,37,4,2,5,1,6,13,3,2,13,0,13,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00118,2018-05-03,23,27,33,37,39,49,208,23,49,26,6,0,2,4,4,6,4,2,10,0,10,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00119,2018-05-05,16,32,33,37,40,48,206,16,48,32,2,4,1,5,16,1,4,3,8,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00120,2018-05-08,3,16,23,24,38,42,146,3,42,39,2,4,4,2,13,7,1,14,4,1,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00121,2018-05-10,2,6,8,34,39,43,132,2,43,41,2,4,3,3,4,2,26,5,4,0,26,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00122,2018-05-12,1,9,26,38,54,55,183,1,55,54,3,3,3,3,8,17,12,16,1,1,17,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00123,2018-05-15,3,6,29,37,44,49,168,3,49,46,4,2,2,4,3,23,8,7,5,0,23,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00124,2018-05-17,13,31,38,45,53,55,235,13,55,42,5,1,1,5,18,7,7,8,2,0,18,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00125,2018-05-19,33,35,45,52,53,55,273,33,55,22,5,1,0,6,2,10,7,1,2,1,10,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00126,2018-05-22,4,5,8,17,35,47,116,4,47,43,4,2,4,2,1,3,9,18,12,1,18,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00127,2018-05-24,24,25,26,29,36,48,188,24,48,24,2,4,3,3,1,1,3,7,12,2,12,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00128,2018-05-26,7,12,28,31,40,44,162,7,44,37,2,4,2,4,5,16,3,9,4,0,16,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00129,2018-05-29,9,13,17,18,46,50,153,9,50,41,3,3,4,2,4,4,1,28,4,1,28,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00130,2018-05-31,3,15,18,25,26,29,116,3,29,26,4,2,5,1,12,3,7,1,3,1,12,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00131,2018-06-02,5,7,17,22,32,33,116,5,33,28,4,2,4,2,2,10,5,10,1,1,10,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00132,2018-06-05,11,21,26,32,51,52,193,11,52,41,3,3,3,3,10,5,6,19,1,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00133,2018-06-07,11,16,18,26,46,47,164,11,47,36,2,4,4,2,5,2,8,20,1,1,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00134,2018-06-09,9,23,25,39,52,53,201,9,53,44,5,1,3,3,14,2,14,13,1,1,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00135,2018-06-12,4,13,23,27,29,35,131,4,35,31,5,1,4,2,9,10,4,2,6,0,10,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00136,2018-06-14,3,15,32,45,48,54,197,3,54,51,3,3,2,4,12,17,13,3,6,0,17,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00137,2018-06-16,14,15,21,30,44,47,171,14,47,33,3,3,3,3,1,6,9,14,3,1,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00138,2018-06-19,16,17,31,37,41,52,194,16,52,36,4,2,2,4,1,14,6,4,11,1,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00139,2018-06-21,2,8,19,23,25,33,110,2,33,31,4,2,5,1,6,11,4,2,8,0,11,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00140,2018-06-23,6,8,13,23,46,55,151,6,55,49,3,3,4,2,2,5,10,23,9,0,23,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00141,2018-06-26,17,18,21,39,40,43,178,17,43,26,4,2,3,3,1,3,18,1,3,2,18,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00142,2018-06-28,11,31,33,43,48,51,217,11,51,40,5,1,1,5,20,2,10,5,3,0,20,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00143,2018-06-30,3,12,23,24,30,33,125,3,33,30,3,3,4,2,9,11,1,6,3,1,11,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00144,2018-07-03,30,32,34,47,48,49,240,30,49,19,2,4,0,6,2,2,13,1,1,2,13,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00145,2018-07-05,4,15,22,24,43,51,159,4,51,47,3,3,4,2,11,7,2,19,8,0,19,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00146,2018-07-07,2,30,45,48,49,53,227,2,53,51,3,3,1,5,28,15,3,1,4,1,28,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00147,2018-07-10,6,10,16,20,27,29,108,6,29,23,2,4,5,1,4,6,4,7,2,0,7,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00148,2018-07-12,8,15,18,21,24,49,135,8,49,41,3,3,5,1,7,3,3,3,25,0,25,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00149,2018-07-14,4,19,23,34,38,50,168,4,50,46,2,4,3,3,15,4,11,4,12,0,15,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00150,2018-07-17,5,14,22,27,31,40,139,5,40,35,3,3,4,2,9,8,5,4,9,0,9,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00151,2018-07-19,11,13,28,34,44,47,177,11,47,36,3,3,2,4,2,15,6,10,3,0,15,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00152,2018-07-21,7,31,33,37,46,52,206,7,52,45,4,2,1,5,24,2,4,9,6,0,24,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00153,2018-07-24,11,18,34,37,50,53,203,11,53,42,3,3,2,4,7,16,3,13,3,0,16,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00154,2018-07-26,21,24,33,37,40,46,201,21,46,25,3,3,2,4,3,9,4,3,6,0,9,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00155,2018-07-28,11,16,22,25,30,40,144,11,40,29,2,4,4,2,5,6,3,5,10,0,10,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00156,2018-07-31,1,5,27,31,47,50,161,1,50,49,5,1,3,3,4,22,4,16,3,0,22,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00157,2018-08-02,6,11,16,17,41,55,146,6,55,49,4,2,4,2,5,5,1,24,14,1,24,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00158,2018-08-04,11,12,24,32,41,48,168,11,48,37,2,4,3,3,1,12,8,9,7,1,12,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00159,2018-08-07,3,9,15,20,39,49,135,3,49,46,5,1,4,2,6,6,5,19,10,0,19,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00160,2018-08-09,24,29,32,33,49,55,222,24,55,31,4,2,1,5,5,3,1,16,6,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00161,2018-08-11,16,17,31,33,42,44,183,16,44,28,3,3,2,4,1,14,2,9,2,1,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00162,2018-08-14,29,30,36,38,45,52,230,29,52,23,2,4,0,6,1,6,2,7,7,1,7,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00163,2018-08-16,6,10,34,46,48,51,195,6,51,45,1,5,2,4,4,24,12,2,3,0,24,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00164,2018-08-18,7,33,36,39,51,55,221,7,55,48,5,1,1,5,26,3,3,12,4,0,26,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00165,2018-08-21,9,12,14,23,32,46,136,9,46,37,2,4,4,2,3,2,9,9,14,0,14,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00166,2018-08-23,14,18,27,38,39,53,189,14,53,39,3,3,3,3,4,9,11,1,14,1,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00167,2018-08-25,10,11,15,32,40,48,156,10,48,38,2,4,3,3,1,4,17,8,8,1,17,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00168,2018-08-28,2,10,15,31,39,48,145,2,48,46,3,3,3,3,8,5,16,8,9,0,16,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00169,2018-08-30,5,22,28,42,49,54,200,5,54,49,2,4,2,4,17,6,14,7,5,0,17,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00170,2018-09-01,2,8,20,21,28,36,115,2,36,34,1,5,4,2,6,12,1,7,8,1,12,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00171,2018-09-04,8,18,20,29,34,37,146,8,37,29,2,4,3,3,10,2,9,5,3,0,10,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00172,2018-09-06,4,11,15,21,24,27,102,4,27,23,4,2,6,0,7,4,6,3,3,0,7,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00173,2018-09-08,9,11,12,24,35,43,134,9,43,34,4,2,4,2,2,1,12,11,8,1,12,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00174,2018-09-11,13,17,28,42,45,49,194,13,49,36,4,2,2,4,4,11,14,3,4,0,14,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00175,2018-09-13,4,6,7,26,40,44,127,4,44,40,1,5,4,2,2,1,19,14,4,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00176,2018-09-15,2,5,28,30,46,50,161,2,50,48,1,5,2,4,3,23,2,16,4,0,23,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00177,2018-09-18,8,21,32,43,48,53,205,8,53,45,3,3,2,4,13,11,11,5,5,0,13,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00178,2018-09-20,3,32,35,46,47,49,212,3,49,46,4,2,1,5,29,3,11,1,2,1,29,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00179,2018-09-22,1,8,17,28,40,50,144,1,50,49,2,4,3,3,7,9,11,12,10,0,12,7,ds_cbdf3834368e,ds_16b6be697acb,01190,
00180,2018-09-25,2,3,6,13,14,17,55,2,17,15,3,3,6,0,1,3,7,1,3,2,7,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00181,2018-09-27,8,12,29,35,51,54,189,8,54,46,3,3,2,4,4,17,6,16,3,0,17,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00182,2018-09-29,3,7,12,32,34,55,143,3,55,52,3,3,3,3,4,5,20,2,21,0,21,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00183,2018-10-02,3,7,28,32,33,37,140,3,37,34,4,2,2,4,4,21,4,1,4,1,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00184,2018-10-04,3,9,12,17,34,42,117,3,42,39,3,3,4,2,6,3,5,17,8,0,17,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00185,2018-10-06,5,6,16,42,48,51,168,5,51,46,2,4,3,3,1,10,26,6,3,1,26,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00186,2018-10-09,10,27,46,50,51,55,239,10,55,45,3,3,2,4,17,19,4,1,4,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00187,2018-10-11,5,16,17,37,46,49,170,5,49,44,4,2,3,3,11,1,20,9,3,1,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00188,2018-10-13,12,21,23,44,47,48,195,12,48,36,3,3,3,3,9,2,21,3,1,1,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00189,2018-10-16,5,28,29,34,42,46,184,5,46,41,2,4,1,5,23,1,5,8,4,1,23,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00190,2018-10-18,1,11,22,34,42,47,157,1,47,46,3,3,3,3,10,11,12,8,5,0,12,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00191,2018-10-20,2,5,10,17,35,41,110,2,41,39,4,2,4,2,3,5,7,18,6,0,18,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00192,2018-10-23,1,3,6,13,21,30,74,1,30,29,4,2,5,1,2,3,7,8,9,0,9,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00193,2018-10-25,16,23,29,31,45,48,192,16,48,32,4,2,2,4,7,6,2,14,3,0,14,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00194,2018-10-27,8,9,15,21,44,49,146,8,49,41,4,2,4,2,1,6,6,23,5,1,23,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00195,2018-10-30,1,12,22,27,30,39,131,1,39,38,3,3,4,2,11,10,5,3,9,0,11,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00196,2018-11-01,3,11,15,42,44,54,169,3,54,51,3,3,3,3,8,4,27,2,10,0,27,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00197,2018-11-03,14,17,20,23,25,45,144,14,45,31,4,2,5,1,3,3,3,2,20,0,20,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00198,2018-11-06,19,22,23,43,47,53,207,19,53,34,5,1,3,3,3,1,20,4,6,1,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00199,2018-11-08,22,28,31,39,52,53,225,22,53,31,3,3,1,5,6,3,8,13,1,1,13,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00200,2018-11-10,3,5,19,22,29,39,117,3,39,36,5,1,4,2,2,14,3,7,10,0,14,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00201,2018-11-13,3,25,26,32,41,47,174,3,47,44,4,2,3,3,22,1,6,9,6,1,22,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00202,2018-11-15,13,16,21,40,49,52,191,13,52,39,3,3,3,3,3,5,19,9,3,0,19,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00203,2018-11-17,12,22,26,29,45,47,181,12,47,35,3,3,3,3,10,4,3,16,2,0,16,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00204,2018-11-20,9,23,33,40,44,49,198,9,49,40,4,2,2,4,14,10,7,4,5,0,14,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00205,2018-11-22,17,22,24,28,37,44,172,17,44,27,2,4,3,3,5,2,4,9,7,0,9,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00206,2018-11-24,3,10,11,25,40,54,143,3,54,51,3,3,4,2,7,1,14,15,14,1,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00207,2018-11-27,3,5,23,28,35,44,138,3,44,41,4,2,3,3,2,18,5,7,9,0,18,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00208,2018-11-29,10,23,27,42,51,52,205,10,52,42,3,3,3,3,13,4,15,9,1,1,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00209,2018-12-01,3,5,12,20,25,33,98,3,33,30,4,2,5,1,2,7,8,5,8,0,8,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00210,2018-12-04,10,13,16,23,30,49,141,10,49,39,3,3,4,2,3,3,7,7,19,0,19,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00211,2018-12-06,9,13,23,27,39,42,153,9,42,33,5,1,4,2,4,10,4,12,3,0,12,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00212,2018-12-08,3,6,9,31,48,54,151,3,54,51,3,3,3,3,3,3,22,17,6,0,22,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00213,2018-12-11,1,5,11,37,39,44,137,1,44,43,5,1,3,3,4,6,26,2,5,0,26,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00214,2018-12-13,2,11,14,36,49,55,167,2,55,53,3,3,3,3,9,3,22,13,6,0,22,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00215,2018-12-15,14,17,49,52,53,55,240,14,55,41,4,2,2,4,3,32,3,1,2,1,32,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00216,2018-12-18,1,9,15,17,25,26,93,1,26,25,5,1,6,0,8,6,2,8,1,1,8,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
